intent_실시간_로밍요금_조회	당월에 해외 여행에서 쓴 요금 조회하고 싶은데요	해외 여행	Roaming	당월	Relative_Month_Present				
intent_실시간_로밍요금_조회	당월에 해외 여행에서 쓴 요금 조회하려면 어떻게 하면 될까?	해외 여행	Roaming	당월	Relative_Month_Present				
intent_실시간_로밍요금_조회	당월에 해외 여행에서 요금 얼마나 썼는지 볼려고 해	해외 여행	Roaming	당월	Relative_Month_Present				
intent_실시간_로밍요금_조회	당월에 해외 여행에서 요금 얼마나 썼는지 어떻게 알 수 있죠?	해외 여행	Roaming	당월	Relative_Month_Present				
intent_실시간_로밍요금_조회	로밍 다음 달에 요금 얼마일까?	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 다음달 나올 요금	다음달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 다음달 납부 예정 금액 조회 좀 하고 싶어서요	납부 예정 금액	Payment_Billed	로밍	Roaming	다음달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 다음달 납부 예정 금액 좀 보여줘	납부 예정 금액	Payment_Billed	로밍	Roaming	다음달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 다음달 납부 예정 금액 좀 보자	납부 예정 금액	Payment_Billed	로밍	Roaming	다음달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 다음달 납부 예정 금액 좀 확인합시다	납부 예정 금액	Payment_Billed	로밍	Roaming	다음달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 다음달 납부요금 확인해줘	납부요금	Payment_Billed	로밍	Roaming	다음달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 다음달 요금	다음달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 다음달 요금이 얼마일까요?	다음달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 담달 청구 금액 보려주라	청구 금액	Payment_Billed	로밍	Roaming	담달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 담달 청구 금액 알려줘	청구 금액	Payment_Billed	로밍	Roaming	담달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 담달 청구 금액 얼마야?	청구 금액	Payment_Billed	로밍	Roaming	담달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 담달 청구 금액 조회하려고	청구 금액	Payment_Billed	로밍	Roaming	담달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 담달 청구 금액 확인할게	청구 금액	Payment_Billed	로밍	Roaming	담달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 담달 청구 예정 금액을 보는 걸 알려줄래?	청구 예정 금액	Payment_Billed	로밍	Roaming	담달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 사용 요금 다음달 꺼 어디서 보지?	사용 요금	Payment_Used	로밍	Roaming	다음달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 기준으로 알고 싶은데요	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 기준으로 조회 좀 할게요	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 기준으로 확인 요청드립니다	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 기준으로 확인 원해요	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 기준으로 확인하는 거 가능해요?	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 기준으로 확인하려고요	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 꺼 보여줘	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 꺼 볼 수 있지?	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 꺼 어디서 보는 건지?	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 분 조회를 하고 싶어요	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 당월 분 확인 좀 하겠습니다	사용 요금	Payment_Used	로밍	Roaming	당월	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 보는 거 도와줘	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 보는 거 안내 부탁해	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 보는 거 안내해줘	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 보는 법 알려주세요	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 보는 법 알려줄 수 있니?	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 보는 법 좀 알려줘	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 이번달 거 얼마예요?	사용 요금	Payment_Used	로밍	Roaming	이번달	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 이번달 거 얼마죠?	사용 요금	Payment_Used	로밍	Roaming	이번달	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 이번달 분 얼만가요?	사용 요금	Payment_Used	로밍	Roaming	이번달	Relative_Month_Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 조회 좀 할게	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 조회를 부탁드립니다	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 조회하고 싶습니다	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 조회하기	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 조회하는 법	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 조회할래	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 조회해줄래?	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 좀 보자	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금 지금 기준으로 어디서 보는지 알려 주세요	사용 요금	Payment_Used	로밍	Roaming	지금	Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 지금 기준으로 조회하고 싶습니다	사용 요금	Payment_Used	로밍	Roaming	지금	Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 지금까지 얼마인가요?	사용 요금	Payment_Used	로밍	Roaming	지금	Present		
intent_실시간_로밍요금_조회	로밍 사용 요금 확인하기	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금을 볼게요	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용 요금을 어떻게 보지?	사용 요금	Payment_Used	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 사용한 거 조회를 요청합니다	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 사용한 내역 확인하는 법 알려주시겠어요?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 실시간 사용 요금 요금 확인 부탁합니다	사용 요금	Payment_Used	로밍	Roaming	실시간	Present		
intent_실시간_로밍요금_조회	로밍 실시간 사용 요금 확인	사용 요금	Payment_Used	로밍	Roaming	실시간	Present		
intent_실시간_로밍요금_조회	로밍 실시간 사용 요금 확인 좀	사용 요금	Payment_Used	로밍	Roaming	실시간	Present		
intent_실시간_로밍요금_조회	로밍 실시간 사용 요금 확인하기	사용 요금	Payment_Used	로밍	Roaming	실시간	Present		
intent_실시간_로밍요금_조회	로밍 실시간 사용 요금 확인할래	사용 요금	Payment_Used	로밍	Roaming	실시간	Present		
intent_실시간_로밍요금_조회	로밍 실시간 사용요금 확인	실시간	Present	사용요금	Payment_Used	로밍	Roaming		
intent_실시간_로밍요금_조회	로밍 실시간 요금 알려줄 수 있을까?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 알려줘요	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 어디서 보나요?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 얼마인지 알고 싶어요	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 얼마인지 알려주길 요청합니다	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 얼마인지 알려주시길 부탁드립니다.	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 얼마인지 알려줄 수 있어요?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 조회	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 조회하기	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 확인	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 확인	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금 확인 좀	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 실시간 요금은?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 얼마나 사용했는지 보려면 어떻게 하면 되죠?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 얼마나 썼는지 보려면 어떻게 해?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 오늘까지 요금 보려고 해	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 오늘까지 요금 볼 수 있을까?	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 오늘까지의 요금 보겠습니다	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 내가 당월에 어느 정도 쓴 거지?	로밍	Roaming	당월	Relative_Month_Present				
intent_실시간_로밍요금_조회	로밍 요금 내가 쓴 내역 확인할게	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 내가 쓴 정도가 얼마인지 궁금해	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 다음 달 거 얼마나 돼요?	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달 거 얼마야?	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달 거 얼마인지 알려줘	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달 거 얼마일까?	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달 거 얼마일지	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달 거 조회	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달 거 확인	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달 요금 얼마예요?	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달에 얼마 나올까요?	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음 달에 얼마 나와요?	다음 달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음달 분 조회하기	다음달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음달 분 확인	다음달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음달에 얼마 결제해야 하는지 알려줘	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 다음달에 얼마 나올까요?	다음달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 다음달에 얼마 정도 나올까?	다음달	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 담달에 얼마 내는 걸로 되어있는지요?	로밍	Roaming	담달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 담달에 얼마나 내야 하는지 문의드립니다	로밍	Roaming	담달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 당월 사용 내역 알려줘	로밍	Roaming	당월	Relative_Month_Present				
intent_실시간_로밍요금_조회	로밍 요금 사용 내역 문의	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용 내역 문의합니다	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용 내역 조회하기	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용 내역을 조회하려고 하는데요	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용 현황 보여줘	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용 현황 보자	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 다음달 기준으로 어떻게 보는 건지	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 다음달에 얼마 나올지 궁금해	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 다음달에 얼마 나와?	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 다음달에 얼마 나와요?	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 실시간으로 보여줘	로밍	Roaming	실시간	Present				
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 알려주시겠어요?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 조회는 어떻게 하나요?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 조회하고 싶어요	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용한 거 확인하는 법	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용한 게 다음달에 얼마 나오는지 보여줘	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 사용한 게 얼마인지 조회할 수 있을까요?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용한 내역을 좀 볼게	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 사용한 정도 실시간으로 보기	로밍	Roaming	실시간	Present				
intent_실시간_로밍요금_조회	로밍 요금 실시간 금액 어떻게 확인해?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간 기준 얼마야?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간 조회	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간 조회하기	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간 현황	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간 현황 조회	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간 확인	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간으로 어떻게 확인하나요?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간으로 얼마 나와?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 실시간으로 얼마야?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 쓴 거 다음달에 얼마 나오는지 알려 주세요	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 쓴 거 다음달에 얼마가 나올까?	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 쓴 게 다음달에 얼마 나올지요?	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 쓴 게 어느 정도인지 문의합니다	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 어느 정도 사용했는지 다음달 기준으로 보여줘	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 요금 어느 정도 썼는지 알려면 어떻게 하죠?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 어느 정도 쓴 건지 보여줘	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 어느 정도 쓴 건지 실시간으로 알려줘	로밍	Roaming	실시간	Present				
intent_실시간_로밍요금_조회	로밍 요금 어느 정도 쓴 건지 확인하려면 어떻게 해?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 사용했는지 보는 법 알려 주시길 부탁드립니다	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 사용했는지 보여주라	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 사용했는지 보여주세요	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 사용했는지 보여주시길 바라요	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 사용했는지 실시간으로 확인할게	로밍	Roaming	실시간	Present				
intent_실시간_로밍요금_조회	로밍 요금 얼마나 사용했는지 조회하겠습니다	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 사용했는지 좀 보여줘	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 썼는지 문의드립니다	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 썼는지 실시간으로 조회하겠습니다	로밍	Roaming	실시간	Present				
intent_실시간_로밍요금_조회	로밍 요금 얼마나 썼는지 조회해줄 수 있어?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 얼마나 썼는지 확인하는 방법 알려줘	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 오늘까지 쓴 거 보여줘	로밍	Roaming	오늘	Relative_Date_Present				
intent_실시간_로밍요금_조회	로밍 요금 오늘까지 어느 정도 썼을까요?	로밍	Roaming	오늘	Relative_Date_Present				
intent_실시간_로밍요금_조회	로밍 요금 오늘까지 얼마나 썼는지 좀 알고 싶어	로밍	Roaming	오늘	Relative_Date_Present				
intent_실시간_로밍요금_조회	로밍 요금 오늘까지 얼마나 청구됐는지 안내 부탁드립니다	로밍	Roaming	오늘	Relative_Date_Present				
intent_실시간_로밍요금_조회	로밍 요금 오늘까지 하면 얼마야?	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 이번달에 쓴 거 볼게	로밍	Roaming	이번달	Relative_Month_Present				
intent_실시간_로밍요금_조회	로밍 요금 이번달에 어느 정도 썼죠?	로밍	Roaming	이번달	Relative_Month_Present				
intent_실시간_로밍요금_조회	로밍 요금 이번달에 얼마나 썼는지 확인해줘	로밍	Roaming	이번달	Relative_Month_Present				
intent_실시간_로밍요금_조회	로밍 요금 익월 분 조회	익월	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 익월 분 조회할래요	익월	Relative_Month_Future_1	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 제가 쓴 거 얼마인지 보고 싶어요	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 제가 얼마나 썼는지 궁금해요	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 제가 얼마나 썼는지 조회하려고 해요	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금 지금 얼마로 나와요?	지금	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 지금 확인하면 얼마야?	지금	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 지금까지 얼마 청구됐는지?	로밍	Roaming	지금	Present				
intent_실시간_로밍요금_조회	로밍 요금 지금까지 얼마나 썼는지 궁금해	로밍	Roaming	지금	Present				
intent_실시간_로밍요금_조회	로밍 요금 지금까지 얼마나 썼는지 확인할 수 있을까?	로밍	Roaming	지금	Present				
intent_실시간_로밍요금_조회	로밍 요금 지금까지 얼마나 쓴 거야?	로밍	Roaming	지금	Present				
intent_실시간_로밍요금_조회	로밍 요금 현재 기준 얼만지	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재 기준으로 얼마야?	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재 어느 정도인지요?	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재 얼마나 될까?	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재 얼마로 나와요?	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재 얼마일까?	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재 얼마임?	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재 얼마죠?	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재 요금으로 확인해 줘	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍 요금 현재까지 사용한 거 보여줘	로밍	Roaming	현재	Present				
intent_실시간_로밍요금_조회	로밍 요금 현재까지 얼마나 사용했는지 알려줘	로밍	Roaming	현재	Present				
intent_실시간_로밍요금_조회	로밍 요금 현재까지 얼마나 쓴 건지 알고 싶어	로밍	Roaming	현재	Present				
intent_실시간_로밍요금_조회	로밍 요금 현재까지 얼마나 청구됐어?	로밍	Roaming	현재	Present				
intent_실시간_로밍요금_조회	로밍 요금 현재까지 얼마나 청구되어 있을까요?	로밍	Roaming	현재	Present				
intent_실시간_로밍요금_조회	로밍 요금을 얼마나 썼는지 어떻게 알아?	로밍	Roaming						
intent_실시간_로밍요금_조회	로밍 요금의 담달 청구 내역 확인하고 싶어요	로밍	Roaming	담달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	로밍 청구 금액 다음달에 얼마나 될 지 보고싶어	청구 금액	Payment_Billed	로밍	Roaming	다음달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 청구요금 다음달꺼 알려주세요.	청구요금	Payment_Billed	로밍	Roaming	다음달	Relative_Month_Future_1		
intent_실시간_로밍요금_조회	로밍 현재 요금 조회	현재	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍요금 실시간으로 얼마 나오는지 확인 좀	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍요금 오늘까지 얼마인지 알고 싶어요.	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한 거 실시간으로 요금 얼마 나와요?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한 거 오늘까지 요금	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한 거 오늘까지 요금 알려주라	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한 거 오늘까지 요금 알려주세요	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한 거 오늘까지 요금 조회	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한 거 오늘까지의 요금 알려주길 원해	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한 거 오늘까지의 요금 알려줄 수 있어?	오늘	Relative_Date_Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한 실시간 요금 확인	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	로밍한거 지금까지 얼마인지 확인해줘	지금	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	사용 로밍 요금 다음달 기준으로 확인하기	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	사용 로밍 요금 다음달에 얼마 나올지요?	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	사용 로밍 요금 다음달에 얼마가 나올까요?	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	사용 로밍 요금 얼마나 되는지 좀 알려줘	로밍	Roaming						
intent_실시간_로밍요금_조회	사용한 로밍 요금 내역을 조회할게	로밍	Roaming						
intent_실시간_로밍요금_조회	사용한 로밍 요금 다음달 기준으로 보고 싶어	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	사용한 로밍 요금 다음달에 얼마 나오는지요?	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	사용한 로밍 요금 다음달에 얼마 나와?	로밍	Roaming	다음달	Relative_Month_Future_1				
intent_실시간_로밍요금_조회	사용한 로밍 요금 보는 방법	로밍	Roaming						
intent_실시간_로밍요금_조회	사용한 로밍 요금 얼마인지 좀 보자	로밍	Roaming						
intent_실시간_로밍요금_조회	사용한 로밍 요금 조회하는 방법 보여줘	로밍	Roaming						
intent_실시간_로밍요금_조회	사용한 로밍 요금 조회하려면 어떻게 해야 하죠?	로밍	Roaming						
intent_실시간_로밍요금_조회	사용한 로밍 요금 조회할 수 있을까?	로밍	Roaming						
intent_실시간_로밍요금_조회	사용한 핸드폰 로밍 요금 조회를 부탁해	핸드폰 로밍	Roaming						
intent_실시간_로밍요금_조회	실시간 로밍 사용 내역 보기	로밍	Roaming	실시간	Present				
intent_실시간_로밍요금_조회	실시간 로밍 사용 요금 확인 방법	사용 요금	Payment_Used	로밍	Roaming	실시간	Present		
intent_실시간_로밍요금_조회	실시간 로밍 사용 요금 확인 좀	사용 요금	Payment_Used	로밍	Roaming	실시간	Present		
intent_실시간_로밍요금_조회	실시간 로밍 사용 요금 확인 좀 할게	사용 요금	Payment_Used	로밍	Roaming	실시간	Present		
intent_실시간_로밍요금_조회	실시간 로밍 요금 관해 문의드려요	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 문의합니다	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 알려주면 좋겠어	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 알려줬으면 해	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 어디서 보지?	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 얼마인지 조회	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 얼만지 볼래	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 얼만지 알고 싶어요	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 얼만지 좀 보자	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 조회	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 조회	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 조회 부탁해	실시간	Present	로밍	Roaming				
intent_실시간_로밍요금_조회	실시간 로밍 요금 조회 좀 도와줘요	실시간	Present	로밍	Roaming				
